'Time and date','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'[00:00:02.381 01/01/2011]',36.501,-3.400,-2.700,5.300,16.700,0.500
'[00:00:02.382 01/01/2011]',37.901,-3.500,-2.300,5.300,16.500,0.500
'[00:00:02.383 01/01/2011]',38.501,-3.600,-2.200,5.000,15.800,0.500
'[00:00:02.384 01/01/2011]',38.801,-3.600,-2.300,4.800,14.700,0.500
'[00:00:02.385 01/01/2011]',39.501,-3.500,-2.200,4.600,13.300,0.500
'[00:00:02.386 01/01/2011]',40.801,-3.400,-2.000,4.600,12.000,0.500
'[00:00:02.387 01/01/2011]',42.501,-3.300,-1.700,4.500,11.100,0.500
'[00:00:02.388 01/01/2011]',44.201,-3.200,-1.400,4.300,10.700,0.500
'[00:00:02.389 01/01/2011]',45.401,-3.300,-1.000,4.000,10.700,0.500
'[00:00:02.390 01/01/2011]',45.801,-3.300,-0.500,3.900,10.900,0.500
'[00:00:02.391 01/01/2011]',45.701,-3.100,0.100,3.900,11.000,0.500
'[00:00:02.392 01/01/2011]',45.401,-2.700,0.800,4.400,11.000,0.500
'[00:00:02.393 01/01/2011]',45.201,-2.200,1.500,5.100,10.800,0.500
'[00:00:02.394 01/01/2011]',45.201,-1.500,2.000,5.800,10.600,0.500
'[00:00:02.395 01/01/2011]',45.201,-0.800,2.300,6.300,10.300,0.500
'[00:00:02.396 01/01/2011]',45.001,0.000,2.400,6.400,9.800,0.500
'[00:00:02.397 01/01/2011]',44.701,0.800,2.400,6.300,9.200,0.500
'[00:00:02.398 01/01/2011]',44.401,1.600,2.500,6.100,8.500,0.500
'[00:00:02.399 01/01/2011]',44.501,2.400,2.800,5.800,7.800,0.500
'[00:00:02.400 01/01/2011]',45.301,2.900,3.300,5.700,7.200,0.500
'[00:00:02.401 01/01/2011]',46.601,3.200,3.700,5.600,6.900,0.500
'[00:00:02.402 01/01/2011]',48.001,3.200,4.000,5.500,6.800,0.500
'[00:00:02.403 01/01/2011]',49.001,3.100,4.000,5.300,6.800,0.500
'[00:00:02.404 01/01/2011]',49.001,2.900,3.900,5.000,6.800,0.500
'[00:00:02.405 01/01/2011]',48.101,2.900,3.700,4.700,6.400,0.500
'[00:00:02.406 01/01/2011]',47.001,2.800,3.600,4.500,5.800,0.500
'[00:00:02.407 01/01/2011]',46.401,2.700,3.500,4.300,5.100,0.500
'[00:00:02.408 01/01/2011]',47.001,2.400,3.500,4.100,4.300,0.500
'[00:00:02.409 01/01/2011]',48.601,2.200,3.300,3.800,3.700,0.500
'[00:00:02.410 01/01/2011]',50.601,2.100,3.100,3.600,3.100,0.500
'[00:00:02.411 01/01/2011]',52.001,2.300,2.900,3.300,2.600,0.500
'[00:00:02.412 01/01/2011]',52.201,2.700,2.600,3.000,2.000,0.500
'[00:00:02.413 01/01/2011]',51.401,3.200,2.300,2.700,1.100,0.500
'[00:00:02.414 01/01/2011]',50.601,3.500,2.000,2.400,0.200,0.500
'[00:00:02.415 01/01/2011]',50.701,3.700,1.600,2.100,-0.900,0.500
'[00:00:02.416 01/01/2011]',52.101,3.800,1.300,1.800,-1.800,0.500
'[00:00:02.417 01/01/2011]',54.301,4.000,1.000,1.500,-2.600,0.500
'[00:00:02.418 01/01/2011]',56.201,4.300,0.800,1.200,-3.000,0.500
'[00:00:02.419 01/01/2011]',56.901,4.800,0.800,1.200,-3.100,0.500
'[00:00:02.420 01/01/2011]',56.301,5.300,1.000,1.300,-3.000,0.500
'[00:00:02.421 01/01/2011]',54.901,5.700,1.200,1.700,-2.600,0.500
'[00:00:02.422 01/01/2011]',53.701,5.900,1.300,2.300,-2.200,0.500
'[00:00:02.423 01/01/2011]',53.501,6.100,1.400,2.700,-1.900,0.500
'[00:00:02.424 01/01/2011]',54.301,6.100,1.400,3.000,-1.700,0.500
'[00:00:02.425 01/01/2011]',55.601,6.100,1.500,3.000,-1.700,0.500
'[00:00:02.426 01/01/2011]',56.601,6.100,1.600,2.800,-1.900,0.500
'[00:00:02.427 01/01/2011]',57.001,5.900,1.900,2.400,-2.000,0.500
'[00:00:02.428 01/01/2011]',56.701,5.500,2.200,2.100,-2.100,0.500
'[00:00:02.429 01/01/2011]',56.401,5.100,2.600,1.900,-2.200,0.500
'[00:00:02.430 01/01/2011]',56.301,4.700,2.900,1.800,-2.100,0.500
'[00:00:02.431 01/01/2011]',56.701,4.600,3.200,1.800,-2.000,0.500
'[00:00:02.432 01/01/2011]',57.501,4.800,3.500,1.800,-1.900,0.500
'[00:00:02.433 01/01/2011]',58.601,5.300,3.600,1.800,-2.000,0.500
'[00:00:02.434 01/01/2011]',59.701,6.000,3.500,1.700,-2.300,0.500
'[00:00:02.435 01/01/2011]',60.501,6.700,3.300,1.900,-2.700,0.500
'[00:00:02.436 01/01/2011]',60.901,7.300,3.100,2.300,-3.100,0.500
'[00:00:02.437 01/01/2011]',60.701,7.700,3.100,2.900,-3.400,0.500
'[00:00:02.438 01/01/2011]',60.001,7.900,3.300,3.600,-3.200,0.500
'[00:00:02.439 01/01/2011]',59.001,8.100,3.700,4.100,-2.700,0.500
'[00:00:02.440 01/01/2011]',58.201,8.300,4.100,4.400,-2.100,0.500
'[00:00:02.441 01/01/2011]',58.001,8.400,4.400,4.400,-1.600,0.500
'[00:00:02.442 01/01/2011]',58.701,8.600,4.500,4.200,-1.400,0.500
'[00:00:02.443 01/01/2011]',60.001,8.700,4.400,4.200,-1.600,0.500
'[00:00:02.444 01/01/2011]',61.601,8.900,4.400,4.500,-1.900,0.500
'[00:00:02.445 01/01/2011]',62.801,9.000,4.600,5.000,-2.100,0.500
'[00:00:02.446 01/01/2011]',63.301,9.000,5.100,5.400,-2.000,0.500
'[00:00:02.447 01/01/2011]',63.401,9.000,5.700,5.700,-1.700,0.500
'[00:00:02.448 01/01/2011]',63.501,8.900,6.300,5.600,-1.300,0.500
'[00:00:02.449 01/01/2011]',64.201,8.900,6.600,5.400,-1.100,0.500
'[00:00:02.450 01/01/2011]',65.701,9.000,6.600,5.200,-1.200,0.500
'[00:00:02.451 01/01/2011]',67.501,9.300,6.300,5.300,-1.500,0.500
'[00:00:02.452 01/01/2011]',68.801,9.500,5.900,5.600,-1.600,0.500
'[00:00:02.453 01/01/2011]',69.101,9.500,5.600,6.100,-1.400,0.500
'[00:00:02.454 01/01/2011]',68.501,9.100,5.300,6.300,-0.900,0.500
'[00:00:02.455 01/01/2011]',67.601,8.600,5.200,6.100,-0.200,0.500
'[00:00:02.456 01/01/2011]',67.201,8.200,5.200,5.500,0.400,0.500
'[00:00:02.457 01/01/2011]',68.001,8.200,5.200,4.800,0.700,0.500
'[00:00:02.458 01/01/2011]',69.901,8.800,5.300,4.200,0.600,0.500
'[00:00:02.459 01/01/2011]',72.101,9.600,5.400,3.900,0.400,0.500
'[00:00:02.460 01/01/2011]',73.701,10.300,5.400,4.000,0.100,0.500
'[00:00:02.461 01/01/2011]',74.101,10.500,5.400,4.300,-0.100,0.500
'[00:00:02.462 01/01/2011]',73.201,9.900,5.400,4.600,-0.200,0.500
'[00:00:02.463 01/01/2011]',71.601,9.000,5.300,4.700,-0.200,0.500
'[00:00:02.464 01/01/2011]',70.001,8.200,5.200,4.600,-0.400,0.500
'[00:00:02.465 01/01/2011]',69.001,7.800,4.900,4.400,-0.600,0.500
'[00:00:02.466 01/01/2011]',68.701,8.000,4.600,4.200,-1.100,0.500
'[00:00:02.467 01/01/2011]',68.901,8.400,4.200,4.100,-1.500,0.500
'[00:00:02.468 01/01/2011]',69.401,8.700,3.800,4.200,-2.000,0.500
'[00:00:02.469 01/01/2011]',69.801,8.700,3.700,4.300,-2.600,0.500
'[00:00:02.470 01/01/2011]',70.101,8.500,3.800,4.500,-3.100,0.500
'[00:00:02.471 01/01/2011]',70.301,8.200,4.200,4.900,-3.700,0.500
'[00:00:02.472 01/01/2011]',70.401,8.200,4.500,5.500,-4.200,0.500
'[00:00:02.473 01/01/2011]',70.301,8.300,4.700,6.000,-4.400,0.500
'[00:00:02.474 01/01/2011]',69.801,8.500,4.600,6.400,-4.500,0.500
'[00:00:02.475 01/01/2011]',69.001,8.500,4.300,6.500,-4.400,0.500
'[00:00:02.476 01/01/2011]',68.101,8.400,4.000,6.200,-4.400,0.500
'[00:00:02.477 01/01/2011]',67.201,8.100,3.600,5.800,-4.600,0.500
'[00:00:02.478 01/01/2011]',66.701,7.800,3.400,5.400,-5.000,0.500
'[00:00:02.479 01/01/2011]',66.501,7.600,3.000,5.100,-5.500,0.500
'[00:00:02.480 01/01/2011]',66.301,7.400,2.600,4.900,-6.000,0.500
'[00:00:02.481 01/01/2011]',65.801,7.300,1.900,4.800,-6.300,0.500
'[00:00:02.482 01/01/2011]',65.001,7.200,1.200,4.600,-6.500,0.500
'[00:00:02.483 01/01/2011]',64.001,7.100,0.700,4.300,-6.600,0.500
'[00:00:02.484 01/01/2011]',63.101,7.000,0.400,3.800,-6.700,0.500
'[00:00:02.485 01/01/2011]',62.501,7.000,0.400,3.400,-7.000,0.500
'[00:00:02.486 01/01/2011]',62.201,7.000,0.500,3.000,-7.200,0.500
'[00:00:02.487 01/01/2011]',62.001,6.800,0.600,2.600,-7.300,0.500
'[00:00:02.488 01/01/2011]',61.401,6.500,0.500,2.300,-7.400,0.500
'[00:00:02.489 01/01/2011]',60.201,6.000,0.200,1.800,-7.300,0.500
'[00:00:02.490 01/01/2011]',58.401,5.300,-0.300,1.300,-7.300,0.500
'[00:00:02.491 01/01/2011]',56.301,4.700,-0.900,0.700,-7.500,0.500
'[00:00:02.492 01/01/2011]',54.601,4.200,-1.500,0.100,-8.000,0.500
'[00:00:02.493 01/01/2011]',53.501,4.000,-2.000,-0.300,-8.500,0.500
'[00:00:02.494 01/01/2011]',53.301,3.900,-2.400,-0.400,-9.000,0.500
'[00:00:02.495 01/01/2011]',53.701,4.200,-2.500,-0.400,-9.300,0.500
'[00:00:02.496 01/01/2011]',54.201,4.700,-2.300,-0.200,-9.200,0.500
'[00:00:02.497 01/01/2011]',54.301,5.400,-2.100,0.000,-9.100,0.500
'[00:00:02.498 01/01/2011]',53.801,6.100,-1.800,0.000,-9.100,0.500
'[00:00:02.499 01/01/2011]',52.901,6.500,-1.700,-0.200,-9.400,0.500
'[00:00:02.500 01/01/2011]',51.901,6.500,-1.800,-0.600,-9.800,0.500
'[00:00:02.501 01/01/2011]',51.301,6.200,-1.900,-1.100,-10.400,0.500
'[00:00:02.502 01/01/2011]',51.401,5.700,-2.200,-1.400,-10.800,0.500
'[00:00:02.503 01/01/2011]',51.901,5.400,-2.300,-1.400,-10.900,0.500
'[00:00:02.504 01/01/2011]',52.501,5.400,-2.400,-1.100,-10.800,0.500
'[00:00:02.505 01/01/2011]',52.801,5.800,-2.500,-0.700,-10.600,0.500
'[00:00:02.506 01/01/2011]',52.601,6.100,-2.400,-0.400,-10.400,0.500
'[00:00:02.507 01/01/2011]',52.301,6.200,-2.200,-0.400,-10.500,0.500
'[00:00:02.508 01/01/2011]',52.401,5.800,-1.800,-0.700,-10.700,0.500
'[00:00:02.509 01/01/2011]',53.201,5.100,-1.400,-1.200,-10.900,0.500
'[00:00:02.510 01/01/2011]',54.601,4.300,-1.200,-1.500,-11.100,0.500
'[00:00:02.511 01/01/2011]',56.001,3.700,-1.200,-1.700,-11.200,0.500
'[00:00:02.512 01/01/2011]',56.901,3.500,-1.600,-1.600,-11.300,0.500
'[00:00:02.513 01/01/2011]',56.801,3.500,-2.200,-1.400,-11.400,0.500
'[00:00:02.514 01/01/2011]',55.901,3.600,-2.700,-1.200,-11.500,0.500
'[00:00:02.515 01/01/2011]',54.801,3.600,-3.000,-1.000,-11.400,0.500
'[00:00:02.516 01/01/2011]',54.001,3.400,-3.100,-0.700,-11.100,0.500
'[00:00:02.517 01/01/2011]',53.801,3.300,-2.900,-0.300,-10.700,0.500
'[00:00:02.518 01/01/2011]',54.301,3.300,-2.900,0.100,-10.300,0.500
'[00:00:02.519 01/01/2011]',55.001,3.400,-2.900,0.400,-10.200,0.500
'[00:00:02.520 01/01/2011]',55.601,3.800,-3.100,0.400,-10.500,0.500
'[00:00:02.521 01/01/2011]',55.901,4.200,-3.300,0.000,-11.200,0.500
'[00:00:02.522 01/01/2011]',55.901,4.600,-3.400,-0.500,-12.000,0.500
'[00:00:02.523 01/01/2011]',55.701,4.800,-3.400,-1.000,-12.600,0.500
'[00:00:02.524 01/01/2011]',55.601,4.800,-3.400,-1.400,-12.800,0.500
'[00:00:02.525 01/01/2011]',55.601,4.600,-3.500,-1.600,-12.600,0.500
'[00:00:02.526 01/01/2011]',55.801,4.300,-3.600,-1.600,-12.200,0.500
'[00:00:02.527 01/01/2011]',56.201,3.800,-3.600,-1.700,-11.800,0.500
'[00:00:02.528 01/01/2011]',56.701,3.300,-3.400,-1.900,-11.500,0.500
'[00:00:02.529 01/01/2011]',56.901,3.000,-2.800,-2.000,-11.300,0.500
'[00:00:02.530 01/01/2011]',56.701,2.800,-1.900,-2.000,-11.000,0.500
'[00:00:02.531 01/01/2011]',56.001,3.000,-1.000,-1.700,-10.500,0.500
'[00:00:02.532 01/01/2011]',54.901,3.300,-0.200,-1.200,-10.000,0.500
'[00:00:02.533 01/01/2011]',53.701,3.800,0.200,-0.500,-9.500,0.500
'[00:00:02.534 01/01/2011]',52.901,4.200,0.300,0.200,-9.000,0.500
'[00:00:02.535 01/01/2011]',52.601,4.500,0.200,0.700,-8.700,0.500
'[00:00:02.536 01/01/2011]',52.801,4.800,-0.100,1.000,-8.400,0.500
'[00:00:02.537 01/01/2011]',53.401,5.000,-0.300,1.000,-8.200,0.500
'[00:00:02.538 01/01/2011]',54.301,5.200,-0.500,0.700,-8.100,0.500
'[00:00:02.539 01/01/2011]',55.501,5.400,-0.800,0.300,-8.100,0.500
'[00:00:02.540 01/01/2011]',56.901,5.500,-1.100,0.000,-8.100,0.500
'[00:00:02.541 01/01/2011]',58.101,5.600,-1.300,0.200,-8.000,0.500
'[00:00:02.542 01/01/2011]',59.001,5.700,-1.400,0.700,-7.700,0.500
'[00:00:02.543 01/01/2011]',59.201,5.900,-1.100,1.600,-7.100,0.500
'[00:00:02.544 01/01/2011]',58.901,6.100,-0.500,2.400,-6.300,0.500
'[00:00:02.545 01/01/2011]',58.601,6.300,0.200,2.800,-5.600,0.500
'[00:00:02.546 01/01/2011]',58.801,6.300,1.000,2.800,-5.200,0.500
'[00:00:02.547 01/01/2011]',59.701,6.000,1.700,2.400,-5.300,0.500
'[00:00:02.548 01/01/2011]',61.101,5.600,2.200,2.000,-5.600,0.500
'[00:00:02.549 01/01/2011]',62.001,5.100,2.500,1.900,-6.000,0.500
'[00:00:02.550 01/01/2011]',61.801,4.900,2.700,2.300,-6.100,0.500
'[00:00:02.551 01/01/2011]',60.501,5.100,2.800,2.900,-5.800,0.500
'[00:00:02.552 01/01/2011]',58.701,5.700,2.900,3.500,-5.400,0.500
'[00:00:02.553 01/01/2011]',57.301,6.500,3.100,3.900,-5.000,0.500
'[00:00:02.554 01/01/2011]',57.301,7.300,3.200,3.900,-4.900,0.500
'[00:00:02.555 01/01/2011]',58.401,7.800,3.400,3.500,-5.200,0.500
'[00:00:02.556 01/01/2011]',60.101,7.900,3.500,2.900,-5.700,0.500
'[00:00:02.557 01/01/2011]',61.301,7.600,3.400,2.100,-6.300,0.500
'[00:00:02.558 01/01/2011]',61.501,7.200,2.900,1.300,-6.600,0.500
'[00:00:02.559 01/01/2011]',60.701,6.900,2.100,0.600,-6.700,0.500
'[00:00:02.560 01/01/2011]',59.601,6.900,1.000,-0.100,-6.700,0.500
'[00:00:02.561 01/01/2011]',58.801,7.000,-0.300,-0.600,-6.900,0.500
'[00:00:02.562 01/01/2011]',58.601,7.200,-1.500,-1.000,-7.500,0.500
'[00:00:02.563 01/01/2011]',58.601,7.100,-2.500,-1.300,-8.500,0.500
'[00:00:02.564 01/01/2011]',58.501,6.700,-3.200,-1.700,-9.600,0.500
'[00:00:02.565 01/01/2011]',57.801,6.200,-3.500,-2.200,-10.600,0.500
'[00:00:02.566 01/01/2011]',56.801,5.600,-3.600,-2.600,-11.100,0.500
'[00:00:02.567 01/01/2011]',56.201,5.200,-3.400,-2.800,-10.800,0.500
'[00:00:02.568 01/01/2011]',56.701,5.000,-2.900,-2.800,-10.100,0.500
'[00:00:02.569 01/01/2011]',59.201,5.000,-2.100,-2.500,-9.300,0.500
'[00:00:02.570 01/01/2011]',63.801,5.200,-1.300,-2.000,-8.800,0.500
'[00:00:02.571 01/01/2011]',70.301,5.500,-0.400,-1.300,-8.600,0.500
'[00:00:02.572 01/01/2011]',78.301,6.000,0.500,-0.700,-8.500,0.500
'[00:00:02.573 01/01/2011]',87.301,6.600,1.300,0.100,-8.100,0.500
'[00:00:02.574 01/01/2011]',96.701,7.400,2.200,0.900,-6.900,0.500
'[00:00:02.575 01/01/2011]',106.102,8.200,3.300,1.800,-4.900,0.500
'[00:00:02.576 01/01/2011]',114.902,8.900,4.300,2.700,-2.500,0.500
'[00:00:02.577 01/01/2011]',122.302,9.300,5.300,3.300,-0.500,0.500
'[00:00:02.578 01/01/2011]',127.702,9.400,6.000,3.600,0.800,0.500
'[00:00:02.579 01/01/2011]',130.802,9.400,6.400,3.600,1.400,0.500
'[00:00:02.580 01/01/2011]',131.902,9.300,6.700,3.700,2.000,0.500
'[00:00:02.581 01/01/2011]',131.602,9.500,7.100,4.200,3.200,0.500
'[00:00:02.582 01/01/2011]',130.602,9.900,7.800,5.200,5.500,0.500
'[00:00:02.583 01/01/2011]',129.402,10.400,8.900,6.700,8.400,0.500
'[00:00:02.584 01/01/2011]',128.402,10.900,10.200,8.000,11.200,0.500
'[00:00:02.585 01/01/2011]',127.202,11.100,11.400,9.100,13.100,0.500
'[00:00:02.586 01/01/2011]',126.102,11.000,12.400,9.600,13.900,0.500
'[00:00:02.587 01/01/2011]',125.102,10.900,13.200,9.900,13.900,0.500
'[00:00:02.588 01/01/2011]',124.802,10.700,13.800,10.000,13.500,0.500
'[00:00:02.589 01/01/2011]',125.202,10.500,14.200,10.200,13.300,0.500
'[00:00:02.590 01/01/2011]',126.002,10.300,14.200,10.200,13.100,0.500
'[00:00:02.591 01/01/2011]',126.102,9.800,13.600,9.700,12.300,0.500
'[00:00:02.592 01/01/2011]',124.102,9.000,12.200,8.500,10.600,0.500
'[00:00:02.593 01/01/2011]',119.302,8.100,9.900,6.500,7.500,0.500
'[00:00:02.594 01/01/2011]',111.402,7.200,6.800,3.700,3.500,0.500
'[00:00:02.595 01/01/2011]',101.402,6.400,3.200,0.600,-1.000,0.500
'[00:00:02.596 01/01/2011]',90.201,5.800,-0.600,-2.300,-5.200,0.500
'[00:00:02.597 01/01/2011]',78.601,5.400,-4.200,-4.600,-8.600,0.500
'[00:00:02.598 01/01/2011]',67.001,5.100,-7.100,-6.200,-11.100,0.500
'[00:00:02.599 01/01/2011]',55.701,5.100,-9.000,-6.900,-12.600,0.500
'[00:00:02.600 01/01/2011]',45.301,5.300,-9.700,-6.900,-13.300,0.500
'[00:00:02.601 01/01/2011]',36.901,5.700,-9.500,-6.400,-13.200,0.500
'[00:00:02.602 01/01/2011]',31.900,6.100,-8.400,-5.600,-12.500,0.500
'[00:00:02.603 01/01/2011]',31.400,6.400,-7.100,-4.900,-11.500,0.500
'[00:00:02.604 01/01/2011]',35.101,6.400,-5.700,-4.300,-10.400,0.500
'[00:00:02.605 01/01/2011]',41.801,6.000,-4.500,-3.900,-9.400,0.500
'[00:00:02.606 01/01/2011]',49.501,5.600,-3.500,-3.600,-8.600,0.500
'[00:00:02.607 01/01/2011]',56.201,5.200,-2.800,-3.100,-8.100,0.500
'[00:00:02.608 01/01/2011]',60.801,5.100,-2.400,-2.600,-7.800,0.500
'[00:00:02.609 01/01/2011]',63.101,5.000,-2.300,-2.100,-7.600,0.500
'[00:00:02.610 01/01/2011]',63.701,4.900,-2.500,-1.900,-7.500,0.500
'[00:00:02.611 01/01/2011]',63.501,4.500,-2.900,-1.800,-7.300,0.500
'[00:00:02.612 01/01/2011]',63.101,4.000,-3.200,-2.000,-7.000,0.500
'[00:00:02.613 01/01/2011]',62.801,3.500,-3.400,-2.100,-6.800,0.500
'[00:00:02.614 01/01/2011]',62.301,3.300,-3.100,-2.200,-6.500,0.500
'[00:00:02.615 01/01/2011]',61.701,3.500,-2.700,-2.000,-6.200,0.500
'[00:00:02.616 01/01/2011]',61.001,4.100,-2.200,-1.800,-6.100,0.500
'[00:00:02.617 01/01/2011]',60.201,4.900,-1.900,-1.600,-6.000,0.500
'[00:00:02.618 01/01/2011]',59.601,5.600,-1.900,-1.500,-5.800,0.500
'[00:00:02.619 01/01/2011]',59.201,6.200,-2.000,-1.300,-5.400,0.500
'[00:00:02.620 01/01/2011]',58.701,6.600,-2.100,-1.000,-4.800,0.500
'[00:00:02.621 01/01/2011]',57.901,6.800,-2.000,-0.600,-4.100,0.500
'[00:00:02.622 01/01/2011]',56.901,7.100,-1.700,0.000,-3.500,0.500
'[00:00:02.623 01/01/2011]',55.701,7.200,-1.300,0.400,-3.100,0.500
'[00:00:02.624 01/01/2011]',54.801,7.200,-0.900,0.700,-3.000,0.500
'[00:00:02.625 01/01/2011]',54.501,6.900,-0.600,0.700,-3.200,0.500
'[00:00:02.626 01/01/2011]',54.701,6.600,-0.300,0.700,-3.500,0.500
'[00:00:02.627 01/01/2011]',55.101,6.100,0.100,0.700,-3.700,0.500
'[00:00:02.628 01/01/2011]',55.001,5.700,0.500,0.800,-3.700,0.500
'[00:00:02.629 01/01/2011]',53.901,5.400,0.900,0.800,-3.700,0.500
'[00:00:02.630 01/01/2011]',52.101,5.200,1.100,0.800,-3.800,0.500
'[00:00:02.631 01/01/2011]',50.001,5.000,0.900,0.600,-4.000,0.500
'[00:00:02.632 01/01/2011]',48.401,4.800,0.600,0.400,-4.200,0.500
'[00:00:02.633 01/01/2011]',47.901,4.800,0.400,0.300,-4.300,0.500
'[00:00:02.634 01/01/2011]',48.201,5.000,0.600,0.600,-4.100,0.500
'[00:00:02.635 01/01/2011]',48.701,5.500,1.300,1.200,-3.600,0.500
'[00:00:02.636 01/01/2011]',48.701,6.200,2.400,2.100,-3.000,0.500
'[00:00:02.637 01/01/2011]',47.701,6.900,3.500,2.700,-2.700,0.500
'[00:00:02.638 01/01/2011]',46.001,7.400,4.100,3.000,-2.700,0.500
'[00:00:02.639 01/01/2011]',44.001,7.300,4.000,2.800,-3.000,0.500
'[00:00:02.640 01/01/2011]',42.501,6.900,3.500,2.400,-3.300,0.500
'[00:00:02.641 01/01/2011]',41.501,6.300,2.900,2.200,-3.300,0.500
'[00:00:02.642 01/01/2011]',40.801,5.900,2.700,2.300,-2.900,0.500
'[00:00:02.643 01/01/2011]',40.101,5.800,3.100,2.900,-2.100,0.500
'[00:00:02.644 01/01/2011]',39.101,5.800,3.900,3.600,-1.300,0.500
'[00:00:02.645 01/01/2011]',37.901,5.800,4.600,4.200,-0.700,0.500
'[00:00:02.646 01/01/2011]',36.601,5.600,5.200,4.400,-0.400,0.500
'[00:00:02.647 01/01/2011]',35.201,5.200,5.500,4.200,-0.200,0.500
'[00:00:02.648 01/01/2011]',33.701,4.800,5.900,3.900,0.100,0.500
'[00:00:02.649 01/01/2011]',31.800,4.600,6.400,3.700,0.700,0.500
'[00:00:02.650 01/01/2011]',29.400,4.600,7.200,3.700,1.600,0.500
'[00:00:02.651 01/01/2011]',26.900,4.800,8.100,3.900,2.700,0.500
'[00:00:02.652 01/01/2011]',24.600,5.000,8.800,4.200,3.600,0.500
'[00:00:02.653 01/01/2011]',22.900,5.100,9.200,4.300,4.300,0.500
'[00:00:02.654 01/01/2011]',22.000,5.100,9.100,4.300,4.700,0.500
'[00:00:02.655 01/01/2011]',21.500,5.100,8.900,4.200,4.900,0.500
'[00:00:02.656 01/01/2011]',20.800,5.400,8.700,4.300,5.100,0.500
'[00:00:02.657 01/01/2011]',19.200,6.000,8.700,4.500,5.300,0.500
'[00:00:02.658 01/01/2011]',16.500,6.800,8.900,4.800,5.600,0.500
'[00:00:02.659 01/01/2011]',12.900,7.600,9.200,5.100,5.900,0.500
'[00:00:02.660 01/01/2011]',9.300,7.900,9.500,5.400,6.300,0.500
'[00:00:02.661 01/01/2011]',6.400,7.700,9.600,5.600,6.600,0.500
'[00:00:02.662 01/01/2011]',4.700,7.000,9.800,5.800,6.800,0.500
'[00:00:02.663 01/01/2011]',4.300,6.100,10.000,6.000,7.000,0.500
'[00:00:02.664 01/01/2011]',4.400,5.300,10.200,6.100,7.000,0.500
'[00:00:02.665 01/01/2011]',4.400,4.700,10.300,6.100,6.800,0.500
'[00:00:02.666 01/01/2011]',3.300,4.500,10.400,6.000,6.500,0.500
'[00:00:02.667 01/01/2011]',1.200,4.300,10.400,5.700,6.100,0.500
'[00:00:02.668 01/01/2011]',-1.500,4.100,10.300,5.500,5.800,0.500
'[00:00:02.669 01/01/2011]',-4.300,3.800,10.200,5.500,5.800,0.500
'[00:00:02.670 01/01/2011]',-6.400,3.600,10.200,5.500,6.100,0.500
'[00:00:02.671 01/01/2011]',-7.700,3.400,10.200,5.600,6.600,0.500
'[00:00:02.672 01/01/2011]',-8.500,3.400,10.200,5.500,7.100,0.500
'[00:00:02.673 01/01/2011]',-9.400,3.600,10.300,5.400,7.600,0.500
'[00:00:02.674 01/01/2011]',-10.800,3.600,10.400,5.300,8.000,0.500
'[00:00:02.675 01/01/2011]',-12.400,3.500,10.600,5.400,8.100,0.500
'[00:00:02.676 01/01/2011]',-13.800,3.300,10.800,5.800,8.000,0.500
'[00:00:02.677 01/01/2011]',-14.800,3.100,10.900,6.300,7.900,0.500
'[00:00:02.678 01/01/2011]',-15.200,3.000,11.000,6.700,7.700,0.500
'[00:00:02.679 01/01/2011]',-15.500,3.200,11.000,6.900,7.500,0.500
'[00:00:02.680 01/01/2011]',-16.300,3.500,11.200,6.700,7.400,0.500
'[00:00:02.681 01/01/2011]',-17.800,3.800,11.500,6.200,7.400,0.500
'[00:00:02.682 01/01/2011]',-19.600,3.900,11.900,5.800,7.500,0.500
'[00:00:02.683 01/01/2011]',-21.200,3.800,12.300,5.600,7.600,0.500
'[00:00:02.684 01/01/2011]',-22.000,3.600,12.600,5.700,7.800,0.500
'[00:00:02.685 01/01/2011]',-21.900,3.500,12.700,6.000,7.900,0.500
'[00:00:02.686 01/01/2011]',-21.400,3.500,12.700,6.300,7.900,0.500
'[00:00:02.687 01/01/2011]',-21.000,3.600,12.600,6.300,7.900,0.500
'[00:00:02.688 01/01/2011]',-21.300,3.600,12.700,6.100,7.900,0.500
'[00:00:02.689 01/01/2011]',-21.900,3.400,13.000,5.700,8.000,0.500
'[00:00:02.690 01/01/2011]',-22.400,2.900,13.500,5.300,8.300,0.500
'[00:00:02.691 01/01/2011]',-22.500,2.300,14.000,5.100,8.700,0.500
'[00:00:02.692 01/01/2011]',-22.000,1.600,14.500,5.000,9.200,0.500
'[00:00:02.693 01/01/2011]',-21.300,1.100,14.700,5.000,9.600,0.500
'[00:00:02.694 01/01/2011]',-20.800,1.000,14.900,4.900,9.700,0.500
'[00:00:02.695 01/01/2011]',-20.500,1.300,14.900,4.800,9.500,0.500
'[00:00:02.696 01/01/2011]',-20.300,2.100,14.800,4.600,9.000,0.500
'[00:00:02.697 01/01/2011]',-20.200,2.900,14.700,4.700,8.600,0.500
'[00:00:02.698 01/01/2011]',-20.000,3.500,14.600,5.100,8.600,0.500
'[00:00:02.699 01/01/2011]',-20.000,3.800,14.600,5.700,9.100,0.500
'[00:00:02.700 01/01/2011]',-20.400,3.800,14.600,6.400,10.000,0.500
'[00:00:02.701 01/01/2011]',-21.200,3.700,14.800,7.000,11.000,0.500
