'Time and date','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'[00:00:02.502 01/01/2011]',-23.000,-9.200,-28.500,-20.800,-29.400,0.500
'[00:00:02.503 01/01/2011]',-22.000,-9.300,-28.300,-20.800,-29.600,0.500
'[00:00:02.504 01/01/2011]',-21.200,-9.200,-28.200,-20.800,-29.800,0.500
'[00:00:02.505 01/01/2011]',-20.900,-8.900,-28.000,-20.800,-29.800,0.500
'[00:00:02.506 01/01/2011]',-21.000,-8.800,-27.700,-20.800,-29.600,0.500
'[00:00:02.507 01/01/2011]',-21.200,-8.900,-27.300,-20.800,-29.300,0.500
'[00:00:02.508 01/01/2011]',-21.200,-9.300,-27.000,-20.800,-29.000,0.500
'[00:00:02.509 01/01/2011]',-21.100,-9.900,-26.800,-20.800,-28.700,0.500
'[00:00:02.510 01/01/2011]',-21.000,-10.200,-26.900,-20.600,-28.300,0.500
'[00:00:02.511 01/01/2011]',-21.100,-10.300,-27.200,-20.200,-28.000,0.500
'[00:00:02.512 01/01/2011]',-21.400,-9.900,-27.500,-19.800,-27.700,0.500
'[00:00:02.513 01/01/2011]',-21.600,-9.400,-27.800,-19.300,-27.500,0.500
'[00:00:02.514 01/01/2011]',-21.600,-8.900,-27.800,-19.000,-27.400,0.500
'[00:00:02.515 01/01/2011]',-21.300,-8.600,-27.600,-18.700,-27.500,0.500
'[00:00:02.516 01/01/2011]',-21.100,-8.500,-27.400,-18.300,-27.600,0.500
'[00:00:02.517 01/01/2011]',-21.000,-8.600,-27.200,-17.800,-27.600,0.500
'[00:00:02.518 01/01/2011]',-21.500,-8.700,-27.100,-17.200,-27.400,0.500
'[00:00:02.519 01/01/2011]',-22.200,-8.700,-27.300,-16.500,-27.100,0.500
'[00:00:02.520 01/01/2011]',-23.100,-8.700,-27.500,-16.000,-26.700,0.500
'[00:00:02.521 01/01/2011]',-23.800,-8.700,-27.700,-15.700,-26.500,0.500
'[00:00:02.522 01/01/2011]',-24.100,-8.700,-27.800,-15.700,-26.700,0.500
'[00:00:02.523 01/01/2011]',-24.200,-8.600,-27.700,-15.900,-27.200,0.500
'[00:00:02.524 01/01/2011]',-24.000,-8.400,-27.700,-16.200,-27.900,0.500
'[00:00:02.525 01/01/2011]',-24.000,-8.200,-27.900,-16.600,-28.500,0.500
'[00:00:02.526 01/01/2011]',-24.100,-8.100,-28.300,-17.100,-29.000,0.500
'[00:00:02.527 01/01/2011]',-24.500,-8.500,-29.100,-17.600,-29.300,0.500
'[00:00:02.528 01/01/2011]',-25.200,-9.200,-30.000,-18.200,-29.700,0.500
'[00:00:02.529 01/01/2011]',-26.500,-10.100,-31.100,-19.100,-30.300,0.500
'[00:00:02.530 01/01/2011]',-28.200,-11.000,-32.100,-20.000,-31.300,0.500
'[00:00:02.531 01/01/2011]',-30.000,-11.400,-32.901,-21.000,-32.500,0.500
'[00:00:02.532 01/01/2011]',-31.400,-11.400,-33.101,-21.600,-33.301,0.500
'[00:00:02.533 01/01/2011]',-31.600,-11.000,-32.801,-21.800,-33.501,0.500
'[00:00:02.534 01/01/2011]',-30.000,-10.500,-31.800,-21.500,-32.901,0.500
'[00:00:02.535 01/01/2011]',-26.400,-10.200,-30.500,-20.900,-31.700,0.500
'[00:00:02.536 01/01/2011]',-21.100,-10.100,-28.900,-20.100,-30.500,0.500
'[00:00:02.537 01/01/2011]',-14.700,-10.300,-27.400,-19.300,-29.300,0.500
'[00:00:02.538 01/01/2011]',-7.600,-10.300,-26.000,-18.400,-28.400,0.500
'[00:00:02.539 01/01/2011]',-0.200,-9.900,-24.500,-17.300,-27.400,0.500
'[00:00:02.540 01/01/2011]',7.800,-9.100,-22.700,-15.800,-25.800,0.500
'[00:00:02.541 01/01/2011]',16.600,-8.000,-20.400,-13.800,-23.500,0.500
'[00:00:02.542 01/01/2011]',26.000,-7.100,-18.100,-11.800,-20.800,0.500
'[00:00:02.543 01/01/2011]',35.301,-6.500,-15.900,-10.000,-17.900,0.500
'[00:00:02.544 01/01/2011]',43.501,-6.400,-14.300,-8.900,-15.600,0.500
'[00:00:02.545 01/01/2011]',49.701,-6.500,-13.200,-8.400,-13.800,0.500
'[00:00:02.546 01/01/2011]',53.601,-6.500,-12.400,-8.300,-12.500,0.500
'[00:00:02.547 01/01/2011]',55.501,-6.100,-11.500,-8.300,-11.300,0.500
'[00:00:02.548 01/01/2011]',56.001,-5.400,-10.200,-7.800,-9.900,0.500
'[00:00:02.549 01/01/2011]',55.801,-4.500,-8.800,-6.900,-8.400,0.500
'[00:00:02.550 01/01/2011]',55.001,-3.900,-7.600,-5.900,-7.000,0.500
'[00:00:02.551 01/01/2011]',53.301,-3.700,-7.000,-5.000,-6.000,0.500
'[00:00:02.552 01/01/2011]',51.001,-4.000,-7.100,-4.600,-5.600,0.500
'[00:00:02.553 01/01/2011]',48.201,-4.500,-7.600,-4.700,-5.700,0.500
'[00:00:02.554 01/01/2011]',45.701,-5.000,-8.300,-5.300,-6.100,0.500
'[00:00:02.555 01/01/2011]',44.101,-5.400,-8.800,-6.100,-6.600,0.500
'[00:00:02.556 01/01/2011]',43.301,-5.600,-9.300,-7.000,-7.400,0.500
'[00:00:02.557 01/01/2011]',42.301,-5.800,-10.200,-7.800,-8.800,0.500
'[00:00:02.558 01/01/2011]',40.001,-6.200,-11.600,-8.800,-11.000,0.500
'[00:00:02.559 01/01/2011]',35.501,-6.800,-13.900,-10.200,-13.800,0.500
'[00:00:02.560 01/01/2011]',28.400,-7.500,-16.900,-12.000,-17.000,0.500
'[00:00:02.561 01/01/2011]',19.000,-8.200,-20.400,-14.200,-20.400,0.500
'[00:00:02.562 01/01/2011]',8.000,-8.900,-23.900,-16.600,-23.600,0.500
'[00:00:02.563 01/01/2011]',-3.900,-9.500,-27.200,-18.800,-26.500,0.500
'[00:00:02.564 01/01/2011]',-15.700,-9.900,-29.900,-20.600,-28.900,0.500
'[00:00:02.565 01/01/2011]',-26.700,-10.100,-31.700,-21.600,-30.700,0.500
'[00:00:02.566 01/01/2011]',-35.701,-10.300,-32.600,-22.000,-31.600,0.500
'[00:00:02.567 01/01/2011]',-41.601,-10.300,-32.400,-21.700,-31.600,0.500
'[00:00:02.568 01/01/2011]',-43.901,-10.400,-31.500,-21.000,-30.900,0.500
'[00:00:02.569 01/01/2011]',-42.601,-10.800,-30.200,-20.400,-29.700,0.500
'[00:00:02.570 01/01/2011]',-38.701,-11.200,-29.000,-19.900,-28.600,0.500
'[00:00:02.571 01/01/2011]',-33.701,-11.700,-28.100,-19.900,-27.900,0.500
'[00:00:02.572 01/01/2011]',-28.600,-11.900,-27.600,-20.100,-27.600,0.500
'[00:00:02.573 01/01/2011]',-24.500,-11.600,-27.200,-20.400,-27.500,0.500
'[00:00:02.574 01/01/2011]',-21.300,-10.900,-26.800,-20.500,-27.500,0.500
'[00:00:02.575 01/01/2011]',-19.000,-10.100,-26.400,-20.400,-27.300,0.500
'[00:00:02.576 01/01/2011]',-17.200,-9.400,-26.000,-20.100,-26.900,0.500
'[00:00:02.577 01/01/2011]',-15.800,-9.300,-25.800,-19.800,-26.500,0.500
'[00:00:02.578 01/01/2011]',-14.900,-9.600,-26.000,-19.500,-26.200,0.500
'[00:00:02.579 01/01/2011]',-14.400,-10.200,-26.200,-19.400,-26.300,0.500
'[00:00:02.580 01/01/2011]',-14.600,-10.600,-26.500,-19.400,-26.600,0.500
'[00:00:02.581 01/01/2011]',-15.200,-10.500,-26.600,-19.400,-26.900,0.500
'[00:00:02.582 01/01/2011]',-16.100,-10.000,-26.500,-19.400,-26.900,0.500
'[00:00:02.583 01/01/2011]',-17.000,-9.400,-26.300,-19.400,-26.600,0.500
'[00:00:02.584 01/01/2011]',-17.200,-9.000,-26.200,-19.500,-26.200,0.500
'[00:00:02.585 01/01/2011]',-16.500,-9.100,-26.400,-19.500,-25.900,0.500
'[00:00:02.586 01/01/2011]',-15.000,-9.500,-26.700,-19.500,-25.800,0.500
'[00:00:02.587 01/01/2011]',-13.300,-10.200,-27.000,-19.500,-26.200,0.500
'[00:00:02.588 01/01/2011]',-12.200,-10.700,-27.300,-19.400,-26.600,0.500
'[00:00:02.589 01/01/2011]',-12.100,-11.000,-27.500,-19.400,-26.800,0.500
'[00:00:02.590 01/01/2011]',-13.100,-11.200,-27.600,-19.600,-26.800,0.500
'[00:00:02.591 01/01/2011]',-14.600,-11.300,-27.700,-20.000,-26.500,0.500
'[00:00:02.592 01/01/2011]',-15.700,-11.600,-27.800,-20.500,-26.300,0.500
'[00:00:02.593 01/01/2011]',-15.700,-11.900,-27.900,-20.900,-26.400,0.500
'[00:00:02.594 01/01/2011]',-14.700,-12.300,-27.900,-21.100,-26.800,0.500
'[00:00:02.595 01/01/2011]',-13.000,-12.700,-27.700,-21.100,-27.400,0.500
'[00:00:02.596 01/01/2011]',-11.300,-13.000,-27.500,-21.200,-28.000,0.500
'[00:00:02.597 01/01/2011]',-10.000,-13.400,-27.200,-21.300,-28.300,0.500
'[00:00:02.598 01/01/2011]',-9.100,-13.800,-27.000,-21.600,-28.400,0.500
'[00:00:02.599 01/01/2011]',-8.400,-14.000,-27.100,-21.900,-28.300,0.500
'[00:00:02.600 01/01/2011]',-7.800,-13.900,-27.400,-22.000,-28.100,0.500
'[00:00:02.601 01/01/2011]',-7.500,-13.700,-28.000,-21.800,-27.900,0.500
'[00:00:02.602 01/01/2011]',-7.500,-13.500,-28.800,-21.400,-27.800,0.500
'[00:00:02.603 01/01/2011]',-7.900,-13.400,-29.700,-21.000,-27.600,0.500
'[00:00:02.604 01/01/2011]',-8.200,-13.600,-30.500,-21.000,-27.400,0.500
'[00:00:02.605 01/01/2011]',-8.100,-13.800,-31.100,-21.300,-27.300,0.500
'[00:00:02.606 01/01/2011]',-7.500,-14.100,-31.300,-21.900,-27.300,0.500
'[00:00:02.607 01/01/2011]',-6.700,-14.100,-31.100,-22.400,-27.400,0.500
'[00:00:02.608 01/01/2011]',-6.300,-14.000,-30.600,-22.600,-27.800,0.500
'[00:00:02.609 01/01/2011]',-6.700,-13.800,-30.000,-22.400,-28.100,0.500
'[00:00:02.610 01/01/2011]',-7.900,-14.000,-29.700,-22.100,-28.300,0.500
'[00:00:02.611 01/01/2011]',-9.000,-14.300,-29.800,-22.000,-28.500,0.500
'[00:00:02.612 01/01/2011]',-9.300,-14.800,-30.400,-22.500,-28.500,0.500
'[00:00:02.613 01/01/2011]',-8.300,-15.300,-31.300,-23.500,-28.500,0.500
'[00:00:02.614 01/01/2011]',-6.300,-15.500,-32.200,-24.800,-28.600,0.500
'[00:00:02.615 01/01/2011]',-4.300,-15.600,-33.001,-25.800,-28.800,0.500
'[00:00:02.616 01/01/2011]',-3.200,-15.600,-33.501,-26.300,-28.900,0.500
'[00:00:02.617 01/01/2011]',-3.300,-15.700,-33.801,-26.100,-28.900,0.500
'[00:00:02.618 01/01/2011]',-4.200,-16.000,-33.901,-25.300,-28.800,0.500
'[00:00:02.619 01/01/2011]',-5.100,-16.300,-34.001,-24.500,-28.700,0.500
'[00:00:02.620 01/01/2011]',-5.200,-16.500,-34.101,-23.800,-28.600,0.500
'[00:00:02.621 01/01/2011]',-4.300,-16.700,-34.401,-23.500,-28.600,0.500
'[00:00:02.622 01/01/2011]',-3.100,-16.900,-34.601,-23.500,-28.700,0.500
'[00:00:02.623 01/01/2011]',-2.000,-17.000,-34.901,-23.600,-28.700,0.500
'[00:00:02.624 01/01/2011]',-1.600,-17.300,-34.901,-23.500,-28.500,0.500
'[00:00:02.625 01/01/2011]',-1.600,-17.600,-34.601,-23.200,-28.100,0.500
'[00:00:02.626 01/01/2011]',-1.800,-17.700,-34.101,-22.700,-27.700,0.500
'[00:00:02.627 01/01/2011]',-1.900,-17.600,-33.301,-22.400,-27.300,0.500
'[00:00:02.628 01/01/2011]',-1.900,-17.400,-32.700,-22.200,-27.200,0.500
'[00:00:02.629 01/01/2011]',-2.000,-17.000,-32.300,-22.200,-27.300,0.500
'[00:00:02.630 01/01/2011]',-2.500,-16.800,-32.400,-22.300,-27.500,0.500
'[00:00:02.631 01/01/2011]',-3.300,-16.600,-32.801,-22.400,-27.600,0.500
'[00:00:02.632 01/01/2011]',-3.900,-16.500,-33.301,-22.500,-27.600,0.500
'[00:00:02.633 01/01/2011]',-3.900,-16.600,-33.601,-22.400,-27.500,0.500
'[00:00:02.634 01/01/2011]',-3.100,-16.700,-33.501,-22.500,-27.400,0.500
'[00:00:02.635 01/01/2011]',-1.700,-16.800,-33.201,-22.500,-27.400,0.500
'[00:00:02.636 01/01/2011]',-0.500,-17.100,-32.801,-22.700,-27.500,0.500
'[00:00:02.637 01/01/2011]',0.300,-17.400,-32.600,-22.800,-27.500,0.500
'[00:00:02.638 01/01/2011]',0.400,-17.500,-32.600,-22.800,-27.300,0.500
'[00:00:02.639 01/01/2011]',0.200,-17.200,-32.901,-22.600,-27.100,0.500
'[00:00:02.640 01/01/2011]',0.100,-16.500,-33.201,-22.200,-26.800,0.500
'[00:00:02.641 01/01/2011]',0.400,-15.500,-33.301,-21.800,-26.800,0.500
'[00:00:02.642 01/01/2011]',1.000,-14.800,-33.101,-21.400,-27.100,0.500
'[00:00:02.643 01/01/2011]',1.400,-14.400,-32.600,-21.100,-27.500,0.500
'[00:00:02.644 01/01/2011]',1.400,-14.500,-31.800,-20.900,-27.700,0.500
'[00:00:02.645 01/01/2011]',0.900,-14.800,-31.000,-20.700,-27.400,0.500
'[00:00:02.646 01/01/2011]',0.200,-15.100,-30.000,-20.500,-26.500,0.500
'[00:00:02.647 01/01/2011]',-0.100,-15.100,-29.200,-20.200,-25.400,0.500
'[00:00:02.648 01/01/2011]',0.400,-14.900,-28.600,-20.100,-24.500,0.500
'[00:00:02.649 01/01/2011]',1.600,-14.600,-28.300,-20.100,-24.200,0.500
'[00:00:02.650 01/01/2011]',3.200,-14.400,-28.500,-20.300,-24.500,0.500
'[00:00:02.651 01/01/2011]',4.500,-14.400,-29.000,-20.400,-25.100,0.500
'[00:00:02.652 01/01/2011]',5.000,-14.400,-29.500,-20.500,-25.800,0.500
'[00:00:02.653 01/01/2011]',4.700,-14.400,-29.600,-20.400,-26.200,0.500
'[00:00:02.654 01/01/2011]',3.900,-14.100,-29.400,-20.200,-26.300,0.500
'[00:00:02.655 01/01/2011]',3.500,-13.700,-28.900,-20.000,-26.400,0.500
'[00:00:02.656 01/01/2011]',3.800,-13.300,-28.400,-20.000,-26.500,0.500
'[00:00:02.657 01/01/2011]',4.800,-12.900,-28.100,-20.000,-26.800,0.500
'[00:00:02.658 01/01/2011]',6.100,-12.800,-28.100,-20.000,-27.100,0.500
'[00:00:02.659 01/01/2011]',6.900,-13.000,-28.300,-20.000,-27.100,0.500
'[00:00:02.660 01/01/2011]',6.700,-13.600,-28.400,-19.700,-26.800,0.500
'[00:00:02.661 01/01/2011]',5.600,-14.400,-28.300,-19.300,-26.400,0.500
'[00:00:02.662 01/01/2011]',4.100,-15.100,-27.900,-18.900,-26.000,0.500
'[00:00:02.663 01/01/2011]',2.700,-15.500,-27.600,-18.600,-25.900,0.500
'[00:00:02.664 01/01/2011]',1.900,-15.500,-27.500,-18.600,-26.000,0.500
'[00:00:02.665 01/01/2011]',1.800,-14.900,-27.600,-18.900,-26.300,0.500
'[00:00:02.666 01/01/2011]',1.900,-14.100,-27.900,-19.300,-26.600,0.500
'[00:00:02.667 01/01/2011]',2.100,-13.400,-28.200,-19.600,-26.700,0.500
'[00:00:02.668 01/01/2011]',2.200,-13.000,-28.100,-19.800,-26.700,0.500
'[00:00:02.669 01/01/2011]',2.500,-12.900,-27.800,-19.700,-26.600,0.500
'[00:00:02.670 01/01/2011]',3.300,-13.200,-27.300,-19.400,-26.300,0.500
'[00:00:02.671 01/01/2011]',4.400,-13.400,-26.900,-19.000,-25.900,0.500
'[00:00:02.672 01/01/2011]',5.700,-13.700,-26.800,-18.600,-25.500,0.500
'[00:00:02.673 01/01/2011]',6.700,-13.800,-27.000,-18.400,-25.300,0.500
'[00:00:02.674 01/01/2011]',7.100,-13.800,-27.300,-18.400,-25.300,0.500
'[00:00:02.675 01/01/2011]',6.800,-13.800,-27.500,-18.400,-25.400,0.500
'[00:00:02.676 01/01/2011]',6.100,-13.800,-27.400,-18.500,-25.800,0.500
'[00:00:02.677 01/01/2011]',5.500,-13.800,-27.000,-18.700,-26.000,0.500
'[00:00:02.678 01/01/2011]',5.300,-13.800,-26.300,-18.900,-26.100,0.500
'[00:00:02.679 01/01/2011]',5.500,-13.600,-25.300,-19.200,-25.900,0.500
'[00:00:02.680 01/01/2011]',5.800,-13.300,-24.300,-19.600,-25.600,0.500
'[00:00:02.681 01/01/2011]',5.900,-12.500,-23.000,-19.900,-25.300,0.500
'[00:00:02.682 01/01/2011]',5.600,-11.400,-21.400,-19.900,-25.400,0.500
'[00:00:02.683 01/01/2011]',5.300,-10.100,-19.300,-19.400,-25.900,0.500
'[00:00:02.684 01/01/2011]',5.300,-8.600,-16.700,-18.500,-26.800,0.500
'[00:00:02.685 01/01/2011]',5.900,-7.400,-13.700,-17.300,-27.800,0.500
'[00:00:02.686 01/01/2011]',7.000,-6.500,-10.400,-16.000,-28.400,0.500
'[00:00:02.687 01/01/2011]',8.000,-5.900,-7.100,-14.700,-28.300,0.500
'[00:00:02.688 01/01/2011]',8.200,-5.400,-3.900,-13.500,-27.500,0.500
'[00:00:02.689 01/01/2011]',7.200,-4.900,-1.000,-12.200,-26.000,0.500
'[00:00:02.690 01/01/2011]',5.200,-4.200,1.600,-10.800,-24.000,0.500
'[00:00:02.691 01/01/2011]',2.800,-3.500,3.800,-9.100,-21.800,0.500
'[00:00:02.692 01/01/2011]',0.800,-3.000,5.700,-7.400,-19.400,0.500
'[00:00:02.693 01/01/2011]',-0.300,-2.700,7.300,-5.600,-16.800,0.500
'[00:00:02.694 01/01/2011]',-0.700,-2.700,8.900,-3.800,-13.700,0.500
'[00:00:02.695 01/01/2011]',-0.900,-3.100,10.700,-2.000,-10.100,0.500
'[00:00:02.696 01/01/2011]',-1.500,-3.700,12.700,-0.200,-5.800,0.500
'[00:00:02.697 01/01/2011]',-2.700,-4.500,14.900,1.700,-1.000,0.500
'[00:00:02.698 01/01/2011]',-4.300,-5.600,16.800,3.400,4.200,0.500
'[00:00:02.699 01/01/2011]',-5.800,-6.800,18.000,5.000,9.600,0.500
'[00:00:02.700 01/01/2011]',-7.100,-8.100,18.200,6.400,15.100,0.500
'[00:00:02.701 01/01/2011]',-8.100,-9.400,17.400,7.800,20.900,0.500
'[00:00:02.702 01/01/2011]',-9.200,-10.900,15.900,9.300,27.000,0.500
'[00:00:02.703 01/01/2011]',-10.600,-12.500,14.100,10.800,33.201,0.500
'[00:00:02.704 01/01/2011]',-12.000,-14.300,12.200,12.400,39.501,0.500
'[00:00:02.705 01/01/2011]',-13.100,-16.300,9.900,13.700,45.601,0.500
'[00:00:02.706 01/01/2011]',-13.400,-18.500,7.100,14.500,51.301,0.500
'[00:00:02.707 01/01/2011]',-12.800,-20.900,3.500,14.700,56.601,0.500
'[00:00:02.708 01/01/2011]',-12.000,-23.500,-0.800,14.400,61.701,0.500
'[00:00:02.709 01/01/2011]',-11.600,-26.300,-5.400,13.800,66.601,0.500
'[00:00:02.710 01/01/2011]',-12.300,-29.400,-9.900,13.200,71.401,0.500
'[00:00:02.711 01/01/2011]',-14.300,-32.600,-13.900,12.900,75.901,0.500
'[00:00:02.712 01/01/2011]',-16.700,-35.501,-17.200,12.800,79.801,0.500
'[00:00:02.713 01/01/2011]',-18.800,-37.801,-19.900,12.700,82.401,0.500
'[00:00:02.714 01/01/2011]',-19.700,-39.201,-22.200,12.400,83.601,0.500
'[00:00:02.715 01/01/2011]',-19.100,-40.001,-24.300,11.600,83.301,0.500
'[00:00:02.716 01/01/2011]',-17.400,-40.501,-26.300,10.300,81.501,0.500
'[00:00:02.717 01/01/2011]',-15.200,-41.001,-28.400,8.200,78.301,0.500
'[00:00:02.718 01/01/2011]',-13.100,-41.501,-30.700,5.500,73.901,0.500
'[00:00:02.719 01/01/2011]',-11.500,-42.001,-33.301,2.200,68.301,0.500
'[00:00:02.720 01/01/2011]',-10.400,-42.101,-36.201,-1.400,61.601,0.500
'[00:00:02.721 01/01/2011]',-9.500,-41.801,-39.401,-5.100,54.201,0.500
'[00:00:02.722 01/01/2011]',-8.600,-41.201,-42.801,-8.800,46.401,0.500
'[00:00:02.723 01/01/2011]',-7.700,-40.801,-46.501,-12.300,38.701,0.500
'[00:00:02.724 01/01/2011]',-6.700,-41.001,-50.401,-15.400,31.300,0.500
'[00:00:02.725 01/01/2011]',-5.400,-41.701,-54.701,-18.300,24.400,0.500
'[00:00:02.726 01/01/2011]',-3.900,-42.501,-59.301,-21.200,17.500,0.500
'[00:00:02.727 01/01/2011]',-1.900,-43.001,-64.001,-24.300,10.500,0.500
'[00:00:02.728 01/01/2011]',0.600,-42.701,-68.301,-27.400,3.300,0.500
'[00:00:02.729 01/01/2011]',3.500,-41.801,-71.701,-30.700,-3.800,0.500
'[00:00:02.730 01/01/2011]',6.200,-40.501,-73.901,-33.701,-10.400,0.500
'[00:00:02.731 01/01/2011]',8.300,-39.501,-74.901,-36.101,-16.000,0.500
'[00:00:02.732 01/01/2011]',9.500,-38.801,-74.901,-37.701,-20.400,0.500
'[00:00:02.733 01/01/2011]',9.700,-38.201,-74.401,-38.401,-23.800,0.500
'[00:00:02.734 01/01/2011]',9.300,-37.601,-73.601,-38.501,-26.500,0.500
'[00:00:02.735 01/01/2011]',8.800,-36.501,-72.601,-38.301,-29.000,0.500
'[00:00:02.736 01/01/2011]',8.800,-35.201,-71.301,-38.201,-31.500,0.500
'[00:00:02.737 01/01/2011]',9.400,-33.901,-69.601,-38.201,-34.101,0.500
'[00:00:02.738 01/01/2011]',10.300,-32.901,-67.401,-38.501,-36.601,0.500
'[00:00:02.739 01/01/2011]',11.000,-32.100,-64.901,-38.801,-38.501,0.500
'[00:00:02.740 01/01/2011]',11.300,-31.400,-62.201,-39.001,-39.601,0.500
'[00:00:02.741 01/01/2011]',11.100,-30.500,-59.401,-38.701,-40.101,0.500
'[00:00:02.742 01/01/2011]',10.800,-29.400,-56.501,-38.001,-40.101,0.500
'[00:00:02.743 01/01/2011]',10.600,-28.100,-53.601,-36.901,-39.801,0.500
'[00:00:02.744 01/01/2011]',10.800,-26.800,-50.501,-35.501,-39.601,0.500
'[00:00:02.745 01/01/2011]',11.000,-25.800,-47.401,-34.001,-39.301,0.500
'[00:00:02.746 01/01/2011]',10.800,-24.900,-44.401,-32.500,-39.001,0.500
'[00:00:02.747 01/01/2011]',9.900,-24.200,-41.701,-31.100,-38.401,0.500
'[00:00:02.748 01/01/2011]',8.500,-23.400,-39.501,-29.900,-37.501,0.500
'[00:00:02.749 01/01/2011]',7.200,-22.700,-37.601,-28.900,-36.101,0.500
'[00:00:02.750 01/01/2011]',6.700,-22.200,-36.001,-27.900,-34.501,0.500
'[00:00:02.751 01/01/2011]',7.400,-22.100,-34.501,-27.100,-33.101,0.500
'[00:00:02.752 01/01/2011]',9.200,-22.200,-33.001,-26.400,-32.100,0.500
'[00:00:02.753 01/01/2011]',11.300,-22.300,-31.700,-25.900,-31.700,0.500
'[00:00:02.754 01/01/2011]',12.700,-22.200,-30.700,-25.700,-31.800,0.500
'[00:00:02.755 01/01/2011]',12.900,-21.700,-30.100,-25.700,-32.300,0.500
'[00:00:02.756 01/01/2011]',11.700,-21.100,-29.800,-25.800,-32.801,0.500
'[00:00:02.757 01/01/2011]',9.700,-20.500,-29.800,-26.000,-33.101,0.500
'[00:00:02.758 01/01/2011]',7.800,-20.300,-29.600,-26.200,-33.101,0.500
'[00:00:02.759 01/01/2011]',6.800,-20.300,-29.300,-26.000,-32.801,0.500
'[00:00:02.760 01/01/2011]',7.100,-20.500,-28.800,-25.700,-32.300,0.500
'[00:00:02.761 01/01/2011]',8.300,-20.400,-28.200,-25.000,-31.900,0.500
'[00:00:02.762 01/01/2011]',10.000,-20.000,-27.700,-24.300,-31.600,0.500
'[00:00:02.763 01/01/2011]',11.400,-19.200,-27.300,-23.500,-31.400,0.500
'[00:00:02.764 01/01/2011]',12.300,-18.400,-27.000,-22.800,-31.100,0.500
'[00:00:02.765 01/01/2011]',12.700,-17.700,-26.800,-22.300,-30.900,0.500
'[00:00:02.766 01/01/2011]',12.700,-17.400,-26.600,-22.000,-30.600,0.500
'[00:00:02.767 01/01/2011]',12.600,-17.200,-26.300,-22.100,-30.200,0.500
'[00:00:02.768 01/01/2011]',12.400,-17.200,-25.900,-22.300,-30.000,0.500
'[00:00:02.769 01/01/2011]',12.100,-17.200,-25.600,-22.800,-29.800,0.500
'[00:00:02.770 01/01/2011]',11.600,-17.200,-25.500,-23.200,-29.700,0.500
'[00:00:02.771 01/01/2011]',11.100,-17.300,-25.500,-23.400,-29.600,0.500
'[00:00:02.772 01/01/2011]',10.900,-17.300,-25.600,-23.400,-29.400,0.500
'[00:00:02.773 01/01/2011]',11.200,-17.400,-25.600,-23.200,-29.200,0.500
'[00:00:02.774 01/01/2011]',12.000,-17.500,-25.600,-23.000,-29.100,0.500
'[00:00:02.775 01/01/2011]',12.900,-17.700,-25.700,-23.000,-29.400,0.500
'[00:00:02.776 01/01/2011]',13.800,-17.900,-26.100,-23.300,-30.000,0.500
'[00:00:02.777 01/01/2011]',14.200,-18.200,-26.800,-23.800,-30.800,0.500
'[00:00:02.778 01/01/2011]',14.000,-18.300,-27.700,-24.200,-31.600,0.500
'[00:00:02.779 01/01/2011]',13.300,-18.200,-28.400,-24.200,-32.000,0.500
'[00:00:02.780 01/01/2011]',12.300,-17.700,-28.600,-23.900,-31.900,0.500
'[00:00:02.781 01/01/2011]',11.300,-16.900,-28.300,-23.200,-31.300,0.500
'[00:00:02.782 01/01/2011]',10.600,-16.100,-27.600,-22.500,-30.600,0.500
'[00:00:02.783 01/01/2011]',10.400,-15.500,-27.000,-22.100,-30.000,0.500
'[00:00:02.784 01/01/2011]',10.600,-15.200,-26.800,-22.100,-29.900,0.500
'[00:00:02.785 01/01/2011]',11.100,-15.100,-26.800,-22.300,-30.200,0.500
'[00:00:02.786 01/01/2011]',11.600,-14.900,-26.900,-22.600,-30.600,0.500
'[00:00:02.787 01/01/2011]',11.700,-14.500,-26.900,-22.800,-31.000,0.500
'[00:00:02.788 01/01/2011]',11.200,-13.900,-26.700,-22.800,-31.000,0.500
'[00:00:02.789 01/01/2011]',10.000,-13.400,-26.400,-22.700,-30.800,0.500
'[00:00:02.790 01/01/2011]',8.500,-13.300,-26.000,-22.700,-30.400,0.500
'[00:00:02.791 01/01/2011]',7.000,-13.700,-25.900,-22.800,-29.900,0.500
'[00:00:02.792 01/01/2011]',6.100,-14.500,-26.000,-23.000,-29.600,0.500
'[00:00:02.793 01/01/2011]',5.800,-15.300,-26.000,-23.000,-29.400,0.500
'[00:00:02.794 01/01/2011]',6.100,-15.700,-26.100,-23.000,-29.400,0.500
'[00:00:02.795 01/01/2011]',6.600,-15.500,-26.200,-22.800,-29.500,0.500
'[00:00:02.796 01/01/2011]',6.700,-15.100,-26.300,-22.700,-29.800,0.500
'[00:00:02.797 01/01/2011]',6.100,-14.700,-26.600,-22.500,-30.000,0.500
'[00:00:02.798 01/01/2011]',4.700,-14.700,-27.100,-22.400,-30.200,0.500
'[00:00:02.799 01/01/2011]',2.900,-15.000,-27.500,-22.400,-30.300,0.500
'[00:00:02.800 01/01/2011]',1.500,-15.400,-27.900,-22.300,-30.100,0.500
'[00:00:02.801 01/01/2011]',0.900,-15.700,-28.000,-22.300,-29.800,0.500
'[00:00:02.802 01/01/2011]',1.300,-15.700,-28.000,-22.300,-29.500,0.500
