'Time and date','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'[00:00:02.229 01/01/2011]',-19.400,-76.401,-61.501,-11.900,-19.500,0.500
'[00:00:02.230 01/01/2011]',-20.900,-75.201,-60.201,-11.900,-19.400,0.500
'[00:00:02.231 01/01/2011]',-23.400,-73.901,-59.501,-13.000,-20.000,0.500
'[00:00:02.232 01/01/2011]',-25.300,-72.901,-59.901,-14.700,-21.000,0.500
'[00:00:02.233 01/01/2011]',-24.900,-72.801,-61.101,-16.100,-21.900,0.500
'[00:00:02.234 01/01/2011]',-22.400,-73.801,-62.801,-16.600,-22.100,0.500
'[00:00:02.235 01/01/2011]',-19.100,-75.501,-64.101,-15.700,-21.700,0.500
'[00:00:02.236 01/01/2011]',-17.100,-77.201,-64.601,-13.600,-20.600,0.500
'[00:00:02.237 01/01/2011]',-17.400,-78.101,-64.001,-11.200,-19.500,0.500
'[00:00:02.238 01/01/2011]',-19.200,-77.901,-62.901,-9.300,-18.600,0.500
'[00:00:02.239 01/01/2011]',-21.000,-76.701,-61.601,-8.300,-18.300,0.500
'[00:00:02.240 01/01/2011]',-21.100,-75.301,-60.601,-8.100,-18.700,0.500
'[00:00:02.241 01/01/2011]',-19.400,-74.201,-60.101,-8.300,-19.500,0.500
'[00:00:02.242 01/01/2011]',-17.400,-73.801,-59.801,-8.300,-20.100,0.500
'[00:00:02.243 01/01/2011]',-16.700,-73.901,-59.601,-7.800,-20.200,0.500
'[00:00:02.244 01/01/2011]',-18.200,-74.501,-59.401,-6.900,-19.600,0.500
'[00:00:02.245 01/01/2011]',-20.800,-75.101,-59.101,-6.100,-18.700,0.500
'[00:00:02.246 01/01/2011]',-22.900,-75.801,-58.901,-5.700,-17.700,0.500
'[00:00:02.247 01/01/2011]',-23.000,-76.401,-58.901,-6.000,-17.200,0.500
'[00:00:02.248 01/01/2011]',-21.000,-76.701,-59.001,-6.800,-17.200,0.500
'[00:00:02.249 01/01/2011]',-18.500,-76.601,-59.201,-7.500,-17.600,0.500
'[00:00:02.250 01/01/2011]',-17.100,-76.101,-59.401,-8.000,-17.900,0.500
'[00:00:02.251 01/01/2011]',-18.000,-75.101,-59.501,-7.800,-17.900,0.500
'[00:00:02.252 01/01/2011]',-20.500,-74.201,-59.501,-7.200,-17.600,0.500
'[00:00:02.253 01/01/2011]',-23.200,-73.801,-59.401,-6.400,-17.100,0.500
'[00:00:02.254 01/01/2011]',-24.600,-74.001,-59.201,-5.700,-16.800,0.500
'[00:00:02.255 01/01/2011]',-24.200,-74.601,-58.901,-5.300,-16.800,0.500
'[00:00:02.256 01/01/2011]',-22.300,-75.201,-58.401,-5.000,-16.900,0.500
'[00:00:02.257 01/01/2011]',-20.100,-75.301,-57.601,-4.800,-16.900,0.500
'[00:00:02.258 01/01/2011]',-18.200,-74.601,-56.501,-4.400,-16.200,0.500
'[00:00:02.259 01/01/2011]',-16.700,-73.301,-55.001,-3.700,-15.000,0.500
'[00:00:02.260 01/01/2011]',-15.400,-71.701,-53.401,-2.900,-13.400,0.500
'[00:00:02.261 01/01/2011]',-13.900,-70.201,-51.801,-1.800,-11.800,0.500
'[00:00:02.262 01/01/2011]',-12.300,-69.001,-50.601,-0.800,-10.500,0.500
'[00:00:02.263 01/01/2011]',-11.100,-68.201,-49.901,-0.100,-9.600,0.500
'[00:00:02.264 01/01/2011]',-10.700,-67.601,-49.801,0.200,-9.100,0.500
'[00:00:02.265 01/01/2011]',-10.800,-67.201,-50.101,-0.200,-8.800,0.500
'[00:00:02.266 01/01/2011]',-11.100,-67.101,-50.501,-1.000,-8.500,0.500
'[00:00:02.267 01/01/2011]',-11.100,-67.401,-51.201,-2.000,-8.000,0.500
'[00:00:02.268 01/01/2011]',-10.700,-68.201,-52.301,-2.900,-7.600,0.500
'[00:00:02.269 01/01/2011]',-10.000,-69.401,-53.801,-3.300,-7.200,0.500
'[00:00:02.270 01/01/2011]',-9.700,-70.801,-55.901,-3.000,-6.800,0.500
'[00:00:02.271 01/01/2011]',-9.700,-72.001,-58.101,-2.300,-6.500,0.500
'[00:00:02.272 01/01/2011]',-9.500,-72.701,-60.001,-1.400,-6.100,0.500
'[00:00:02.273 01/01/2011]',-8.200,-72.701,-61.101,-0.600,-5.500,0.500
'[00:00:02.274 01/01/2011]',-5.300,-72.301,-61.201,-0.200,-4.800,0.500
'[00:00:02.275 01/01/2011]',-1.200,-71.701,-60.601,0.100,-4.300,0.500
'[00:00:02.276 01/01/2011]',2.800,-71.401,-59.701,0.200,-4.200,0.500
'[00:00:02.277 01/01/2011]',5.200,-71.401,-59.001,0.300,-4.600,0.500
'[00:00:02.278 01/01/2011]',5.300,-71.601,-58.801,0.500,-5.400,0.500
'[00:00:02.279 01/01/2011]',3.700,-71.901,-59.001,0.600,-6.200,0.500
'[00:00:02.280 01/01/2011]',2.300,-72.001,-59.401,0.700,-6.600,0.500
'[00:00:02.281 01/01/2011]',2.800,-71.901,-59.401,0.700,-6.300,0.500
'[00:00:02.282 01/01/2011]',5.900,-71.601,-58.901,0.700,-5.600,0.500
'[00:00:02.283 01/01/2011]',10.200,-71.401,-57.701,0.600,-5.100,0.500
'[00:00:02.284 01/01/2011]',13.300,-71.501,-56.101,0.200,-5.300,0.500
'[00:00:02.285 01/01/2011]',13.100,-71.901,-54.501,-0.700,-6.400,0.500
'[00:00:02.286 01/01/2011]',9.200,-72.601,-53.201,-2.000,-8.100,0.500
'[00:00:02.287 01/01/2011]',3.500,-73.601,-52.301,-3.500,-9.600,0.500
'[00:00:02.288 01/01/2011]',-1.400,-74.501,-51.501,-4.300,-10.000,0.500
'[00:00:02.289 01/01/2011]',-3.100,-74.901,-50.701,-3.800,-8.800,0.500
'[00:00:02.290 01/01/2011]',-1.400,-74.201,-49.201,-1.900,-6.200,0.500
'[00:00:02.291 01/01/2011]',2.000,-72.301,-47.001,1.300,-3.000,0.500
'[00:00:02.292 01/01/2011]',4.600,-69.201,-44.201,4.700,-0.100,0.500
'[00:00:02.293 01/01/2011]',4.400,-65.501,-41.401,7.200,2.000,0.500
'[00:00:02.294 01/01/2011]',1.300,-62.101,-39.001,8.200,2.900,0.500
'[00:00:02.295 01/01/2011]',-3.000,-59.801,-37.501,7.700,2.900,0.500
'[00:00:02.296 01/01/2011]',-6.400,-58.801,-36.901,6.300,2.400,0.500
'[00:00:02.297 01/01/2011]',-7.400,-58.901,-37.001,4.800,1.500,0.500
'[00:00:02.298 01/01/2011]',-5.800,-59.801,-37.801,3.600,0.400,0.500
'[00:00:02.299 01/01/2011]',-2.800,-60.901,-39.001,2.800,-1.100,0.500
'[00:00:02.300 01/01/2011]',0.000,-62.201,-40.801,1.700,-2.800,0.500
'[00:00:02.301 01/01/2011]',1.100,-63.801,-43.201,0.000,-4.800,0.500
'[00:00:02.302 01/01/2011]',0.100,-65.901,-45.901,-2.300,-6.900,0.500
'[00:00:02.303 01/01/2011]',-2.800,-68.201,-48.901,-4.800,-9.000,0.500
'[00:00:02.304 01/01/2011]',-6.400,-70.401,-51.601,-6.700,-11.000,0.500
'[00:00:02.305 01/01/2011]',-9.700,-72.101,-53.801,-7.700,-12.700,0.500
'[00:00:02.306 01/01/2011]',-11.700,-73.201,-55.601,-7.700,-14.000,0.500
'[00:00:02.307 01/01/2011]',-12.000,-74.301,-56.901,-7.300,-14.900,0.500
'[00:00:02.308 01/01/2011]',-11.300,-75.701,-57.901,-7.100,-15.500,0.500
'[00:00:02.309 01/01/2011]',-10.400,-77.701,-58.701,-7.500,-16.000,0.500
'[00:00:02.310 01/01/2011]',-10.700,-80.001,-59.201,-8.300,-16.700,0.500
'[00:00:02.311 01/01/2011]',-12.800,-82.001,-59.301,-9.100,-17.600,0.500
'[00:00:02.312 01/01/2011]',-16.800,-83.301,-59.101,-9.400,-18.300,0.500
'[00:00:02.313 01/01/2011]',-21.500,-83.601,-58.701,-8.700,-18.300,0.500
'[00:00:02.314 01/01/2011]',-25.400,-83.501,-58.101,-7.300,-17.200,0.500
'[00:00:02.315 01/01/2011]',-27.000,-83.401,-57.501,-5.500,-15.200,0.500
'[00:00:02.316 01/01/2011]',-26.000,-83.801,-57.001,-3.700,-13.000,0.500
'[00:00:02.317 01/01/2011]',-23.300,-84.601,-56.501,-2.300,-11.500,0.500
'[00:00:02.318 01/01/2011]',-20.200,-85.301,-56.101,-1.700,-11.000,0.500
'[00:00:02.319 01/01/2011]',-18.300,-85.501,-55.701,-1.600,-11.500,0.500
'[00:00:02.320 01/01/2011]',-18.000,-84.801,-55.401,-1.900,-12.300,0.500
'[00:00:02.321 01/01/2011]',-18.900,-83.701,-55.001,-2.100,-12.500,0.500
'[00:00:02.322 01/01/2011]',-19.800,-82.601,-54.501,-2.300,-11.700,0.500
'[00:00:02.323 01/01/2011]',-19.900,-82.101,-53.901,-2.300,-10.300,0.500
'[00:00:02.324 01/01/2011]',-19.200,-82.301,-53.001,-2.200,-8.900,0.500
'[00:00:02.325 01/01/2011]',-18.500,-82.701,-52.101,-2.300,-8.100,0.500
'[00:00:02.326 01/01/2011]',-18.900,-82.901,-51.301,-2.700,-8.300,0.500
'[00:00:02.327 01/01/2011]',-20.700,-82.401,-51.001,-3.200,-9.000,0.500
'[00:00:02.328 01/01/2011]',-23.300,-81.301,-51.601,-3.600,-9.900,0.500
'[00:00:02.329 01/01/2011]',-25.500,-80.201,-53.001,-3.900,-10.100,0.500
'[00:00:02.330 01/01/2011]',-26.300,-80.101,-55.201,-4.000,-9.700,0.500
'[00:00:02.331 01/01/2011]',-25.400,-81.201,-57.601,-3.700,-8.600,0.500
'[00:00:02.332 01/01/2011]',-23.600,-83.201,-59.401,-3.300,-7.500,0.500
'[00:00:02.333 01/01/2011]',-22.100,-85.301,-60.401,-2.700,-6.700,0.500
'[00:00:02.334 01/01/2011]',-22.000,-86.401,-60.301,-1.900,-6.400,0.500
'[00:00:02.335 01/01/2011]',-23.200,-86.001,-59.601,-0.900,-6.400,0.500
'[00:00:02.336 01/01/2011]',-24.700,-84.301,-58.901,-0.100,-6.500,0.500
'[00:00:02.337 01/01/2011]',-25.300,-82.101,-58.801,0.400,-6.300,0.500
'[00:00:02.338 01/01/2011]',-24.400,-80.501,-59.301,0.400,-5.700,0.500
'[00:00:02.339 01/01/2011]',-22.100,-79.701,-60.001,-0.100,-4.700,0.500
'[00:00:02.340 01/01/2011]',-19.900,-79.601,-60.101,-0.800,-3.500,0.500
'[00:00:02.341 01/01/2011]',-18.900,-79.501,-59.501,-1.400,-2.300,0.500
'[00:00:02.342 01/01/2011]',-20.000,-79.101,-58.201,-1.200,-1.200,0.500
'[00:00:02.343 01/01/2011]',-22.700,-78.201,-56.901,-0.300,-0.400,0.500
'[00:00:02.344 01/01/2011]',-25.500,-77.401,-56.401,1.200,0.100,0.500
'[00:00:02.345 01/01/2011]',-27.000,-77.201,-56.701,2.600,0.300,0.500
'[00:00:02.346 01/01/2011]',-26.100,-78.001,-57.801,3.400,0.100,0.500
'[00:00:02.347 01/01/2011]',-23.200,-79.401,-58.801,3.200,-0.400,0.500
'[00:00:02.348 01/01/2011]',-19.700,-80.901,-59.301,2.000,-0.900,0.500
'[00:00:02.349 01/01/2011]',-17.200,-81.901,-59.201,0.400,-1.300,0.500
'[00:00:02.350 01/01/2011]',-17.100,-81.901,-58.801,-1.100,-1.300,0.500
'[00:00:02.351 01/01/2011]',-19.100,-81.001,-58.801,-1.600,-0.900,0.500
'[00:00:02.352 01/01/2011]',-22.200,-79.701,-59.601,-1.100,0.000,0.500
'[00:00:02.353 01/01/2011]',-24.700,-78.301,-61.001,0.500,0.900,0.500
'[00:00:02.354 01/01/2011]',-25.500,-77.301,-62.901,2.500,1.600,0.500
'[00:00:02.355 01/01/2011]',-24.500,-76.801,-64.501,4.500,1.800,0.500
'[00:00:02.356 01/01/2011]',-22.400,-76.801,-65.401,5.900,1.700,0.500
'[00:00:02.357 01/01/2011]',-20.500,-77.101,-65.501,6.700,1.500,0.500
'[00:00:02.358 01/01/2011]',-19.700,-77.501,-64.601,6.700,1.600,0.500
'[00:00:02.359 01/01/2011]',-20.000,-77.701,-62.801,6.200,2.100,0.500
'[00:00:02.360 01/01/2011]',-21.200,-77.701,-60.201,5.400,3.000,0.500
'[00:00:02.361 01/01/2011]',-22.500,-77.401,-56.901,4.700,4.300,0.500
'[00:00:02.362 01/01/2011]',-23.500,-76.901,-53.201,4.400,5.700,0.500
'[00:00:02.363 01/01/2011]',-24.000,-76.401,-49.501,4.400,7.000,0.500
'[00:00:02.364 01/01/2011]',-24.200,-75.801,-46.301,4.900,8.000,0.500
'[00:00:02.365 01/01/2011]',-24.500,-75.101,-44.101,5.400,8.400,0.500
'[00:00:02.366 01/01/2011]',-24.900,-74.501,-43.401,5.600,8.300,0.500
'[00:00:02.367 01/01/2011]',-25.400,-74.201,-44.101,5.200,7.700,0.500
'[00:00:02.368 01/01/2011]',-25.700,-74.701,-46.101,4.100,6.900,0.500
'[00:00:02.369 01/01/2011]',-25.400,-75.901,-48.501,2.700,6.100,0.500
'[00:00:02.370 01/01/2011]',-24.600,-77.601,-50.501,1.600,5.600,0.500
'[00:00:02.371 01/01/2011]',-23.200,-78.901,-51.401,1.300,5.500,0.500
'[00:00:02.372 01/01/2011]',-22.100,-79.101,-50.701,1.800,5.900,0.500
'[00:00:02.373 01/01/2011]',-21.700,-78.101,-48.601,3.000,6.500,0.500
'[00:00:02.374 01/01/2011]',-22.500,-76.201,-45.801,4.300,7.300,0.500
'[00:00:02.375 01/01/2011]',-24.300,-74.601,-43.301,5.300,8.200,0.500
'[00:00:02.376 01/01/2011]',-26.400,-73.801,-41.401,5.800,9.300,0.500
'[00:00:02.377 01/01/2011]',-27.900,-74.201,-40.401,6.000,10.600,0.500
'[00:00:02.378 01/01/2011]',-28.300,-75.101,-39.901,6.000,11.900,0.500
'[00:00:02.379 01/01/2011]',-27.500,-75.901,-39.601,6.100,13.100,0.500
'[00:00:02.380 01/01/2011]',-26.200,-76.001,-39.201,6.300,13.600,0.500
'[00:00:02.381 01/01/2011]',-24.800,-75.601,-38.801,6.200,13.500,0.500
'[00:00:02.382 01/01/2011]',-23.800,-75.101,-38.801,5.800,12.900,0.500
'[00:00:02.383 01/01/2011]',-22.900,-75.301,-39.201,5.300,12.100,0.500
'[00:00:02.384 01/01/2011]',-21.800,-76.201,-40.001,5.100,11.700,0.500
'[00:00:02.385 01/01/2011]',-20.500,-77.301,-40.701,5.400,11.900,0.500
'[00:00:02.386 01/01/2011]',-19.300,-78.101,-41.001,6.400,12.400,0.500
'[00:00:02.387 01/01/2011]',-18.900,-77.801,-40.901,7.500,12.800,0.500
'[00:00:02.388 01/01/2011]',-19.800,-76.501,-40.301,8.400,12.700,0.500
'[00:00:02.389 01/01/2011]',-22.000,-75.001,-39.801,8.300,12.100,0.500
'[00:00:02.390 01/01/2011]',-24.800,-74.101,-39.401,7.300,11.200,0.500
'[00:00:02.391 01/01/2011]',-27.000,-74.401,-39.401,5.900,10.600,0.500
'[00:00:02.392 01/01/2011]',-27.900,-75.801,-39.501,4.500,10.700,0.500
'[00:00:02.393 01/01/2011]',-27.400,-77.801,-39.601,4.000,11.200,0.500
'[00:00:02.394 01/01/2011]',-26.000,-79.501,-39.701,4.400,11.700,0.500
'[00:00:02.395 01/01/2011]',-24.500,-80.301,-39.901,5.400,11.600,0.500
'[00:00:02.396 01/01/2011]',-23.700,-80.301,-40.201,6.300,10.800,0.500
'[00:00:02.397 01/01/2011]',-23.600,-79.801,-40.701,6.600,9.600,0.500
'[00:00:02.398 01/01/2011]',-24.100,-79.601,-41.101,6.200,8.600,0.500
'[00:00:02.399 01/01/2011]',-24.300,-80.101,-41.201,5.500,8.500,0.500
'[00:00:02.400 01/01/2011]',-23.700,-81.401,-41.001,5.100,9.400,0.500
'[00:00:02.401 01/01/2011]',-22.400,-83.201,-40.601,5.400,10.800,0.500
'[00:00:02.402 01/01/2011]',-21.200,-84.801,-40.201,6.100,12.100,0.500
'[00:00:02.403 01/01/2011]',-20.800,-85.901,-40.501,6.900,12.600,0.500
'[00:00:02.404 01/01/2011]',-22.000,-86.301,-41.601,7.200,12.300,0.500
'[00:00:02.405 01/01/2011]',-24.600,-86.301,-43.301,6.600,11.600,0.500
'[00:00:02.406 01/01/2011]',-27.900,-86.401,-45.201,5.300,11.000,0.500
'[00:00:02.407 01/01/2011]',-30.700,-86.801,-46.701,3.800,11.000,0.500
'[00:00:02.408 01/01/2011]',-32.500,-87.301,-47.301,2.700,11.400,0.500
'[00:00:02.409 01/01/2011]',-33.201,-87.701,-46.801,2.200,11.800,0.500
'[00:00:02.410 01/01/2011]',-33.001,-87.401,-45.601,2.000,11.800,0.500
'[00:00:02.411 01/01/2011]',-32.300,-86.201,-43.901,1.800,11.400,0.500
'[00:00:02.412 01/01/2011]',-30.400,-84.301,-42.301,1.300,10.900,0.500
'[00:00:02.413 01/01/2011]',-26.300,-82.101,-41.001,0.900,11.000,0.500
'[00:00:02.414 01/01/2011]',-19.500,-80.101,-39.801,0.900,11.900,0.500
'[00:00:02.415 01/01/2011]',-10.100,-78.301,-38.801,1.800,13.700,0.500
'[00:00:02.416 01/01/2011]',0.400,-76.701,-37.601,3.700,16.000,0.500
'[00:00:02.417 01/01/2011]',10.200,-75.101,-35.901,6.300,18.300,0.500
'[00:00:02.418 01/01/2011]',18.800,-72.901,-33.401,9.400,20.700,0.500
'[00:00:02.419 01/01/2011]',27.100,-70.201,-30.000,12.800,23.600,0.500
'[00:00:02.420 01/01/2011]',37.401,-66.701,-25.500,16.800,27.800,0.500
'[00:00:02.421 01/01/2011]',51.901,-62.901,-20.400,21.400,33.401,0.500
'[00:00:02.422 01/01/2011]',71.201,-59.101,-15.500,26.400,39.601,0.500
'[00:00:02.423 01/01/2011]',93.401,-56.001,-12.200,31.100,45.401,0.500
'[00:00:02.424 01/01/2011]',114.802,-54.001,-11.300,34.301,49.001,0.500
'[00:00:02.425 01/01/2011]',131.302,-53.401,-13.200,35.301,49.701,0.500
'[00:00:02.426 01/01/2011]',140.302,-54.001,-17.500,34.201,47.401,0.500
'[00:00:02.427 01/01/2011]',141.002,-55.401,-22.900,31.600,43.301,0.500
'[00:00:02.428 01/01/2011]',134.802,-56.701,-28.200,28.700,38.501,0.500
'[00:00:02.429 01/01/2011]',123.602,-57.601,-32.500,26.300,34.001,0.500
'[00:00:02.430 01/01/2011]',109.402,-58.101,-35.601,24.600,30.300,0.500
'[00:00:02.431 01/01/2011]',93.101,-58.701,-38.101,23.000,26.800,0.500
'[00:00:02.432 01/01/2011]',74.301,-59.701,-40.701,20.800,22.900,0.500
'[00:00:02.433 01/01/2011]',52.501,-61.701,-43.601,17.500,18.000,0.500
'[00:00:02.434 01/01/2011]',26.900,-64.401,-46.901,13.200,12.100,0.500
'[00:00:02.435 01/01/2011]',-2.000,-67.201,-49.901,8.600,5.700,0.500
'[00:00:02.436 01/01/2011]',-32.500,-69.601,-52.201,4.600,-0.300,0.500
'[00:00:02.437 01/01/2011]',-61.701,-70.901,-53.501,1.900,-4.700,0.500
'[00:00:02.438 01/01/2011]',-86.601,-70.901,-53.701,1.000,-7.100,0.500
'[00:00:02.439 01/01/2011]',-104.802,-69.701,-52.901,1.900,-7.200,0.500
'[00:00:02.440 01/01/2011]',-115.402,-67.901,-51.401,4.000,-5.500,0.500
'[00:00:02.441 01/01/2011]',-119.202,-65.801,-49.401,6.600,-2.900,0.500
'[00:00:02.442 01/01/2011]',-118.002,-64.001,-47.001,9.000,-0.300,0.500
'[00:00:02.443 01/01/2011]',-113.602,-62.501,-44.601,10.600,1.600,0.500
'[00:00:02.444 01/01/2011]',-107.202,-61.501,-42.601,11.200,2.700,0.500
'[00:00:02.445 01/01/2011]',-99.102,-60.701,-41.101,11.100,3.400,0.500
'[00:00:02.446 01/01/2011]',-89.501,-59.601,-40.201,10.700,4.000,0.500
'[00:00:02.447 01/01/2011]',-78.701,-58.101,-39.401,10.500,4.700,0.500
'[00:00:02.448 01/01/2011]',-67.501,-56.001,-38.501,10.700,5.400,0.500
'[00:00:02.449 01/01/2011]',-57.001,-53.601,-37.401,11.100,5.700,0.500
'[00:00:02.450 01/01/2011]',-47.801,-51.201,-36.001,11.500,5.400,0.500
'[00:00:02.451 01/01/2011]',-40.101,-49.401,-34.801,11.800,4.800,0.500
'[00:00:02.452 01/01/2011]',-33.901,-48.201,-34.101,12.000,4.500,0.500
'[00:00:02.453 01/01/2011]',-28.700,-47.301,-33.901,12.400,4.900,0.500
'[00:00:02.454 01/01/2011]',-24.500,-46.301,-34.001,13.300,6.200,0.500
'[00:00:02.455 01/01/2011]',-21.400,-45.001,-33.901,14.400,8.300,0.500
'[00:00:02.456 01/01/2011]',-19.500,-43.301,-33.501,15.700,10.500,0.500
'[00:00:02.457 01/01/2011]',-18.500,-41.501,-32.600,16.600,12.000,0.500
'[00:00:02.458 01/01/2011]',-18.100,-40.201,-31.700,16.900,12.500,0.500
'[00:00:02.459 01/01/2011]',-17.800,-39.501,-31.200,16.600,12.100,0.500
'[00:00:02.460 01/01/2011]',-17.500,-39.401,-31.500,15.700,11.000,0.500
'[00:00:02.461 01/01/2011]',-17.300,-40.001,-32.801,14.600,9.700,0.500
'[00:00:02.462 01/01/2011]',-17.700,-41.101,-35.001,13.300,8.300,0.500
'[00:00:02.463 01/01/2011]',-18.700,-42.701,-37.701,11.900,7.000,0.500
'[00:00:02.464 01/01/2011]',-20.000,-44.601,-40.201,10.300,5.800,0.500
'[00:00:02.465 01/01/2011]',-21.100,-46.601,-42.101,8.800,4.800,0.500
'[00:00:02.466 01/01/2011]',-21.200,-48.001,-42.801,7.700,3.900,0.500
'[00:00:02.467 01/01/2011]',-20.400,-48.601,-42.401,7.300,3.200,0.500
'[00:00:02.468 01/01/2011]',-19.200,-48.201,-41.401,7.600,2.500,0.500
'[00:00:02.469 01/01/2011]',-18.100,-47.201,-40.601,8.500,1.700,0.500
'[00:00:02.470 01/01/2011]',-17.800,-46.601,-40.901,9.200,0.500,0.500
'[00:00:02.471 01/01/2011]',-18.100,-46.901,-42.501,9.300,-0.900,0.500
'[00:00:02.472 01/01/2011]',-18.500,-48.501,-45.201,8.700,-2.400,0.500
'[00:00:02.473 01/01/2011]',-18.700,-50.801,-48.001,7.900,-3.600,0.500
'[00:00:02.474 01/01/2011]',-18.300,-53.001,-50.001,7.500,-4.100,0.500
'[00:00:02.475 01/01/2011]',-17.800,-54.301,-50.701,8.200,-3.600,0.500
'[00:00:02.476 01/01/2011]',-17.700,-54.101,-50.401,9.900,-2.400,0.500
'[00:00:02.477 01/01/2011]',-18.500,-52.701,-49.701,11.800,-0.700,0.500
'[00:00:02.478 01/01/2011]',-19.800,-51.101,-49.301,13.300,1.300,0.500
'[00:00:02.479 01/01/2011]',-20.900,-49.901,-49.301,13.500,3.100,0.500
'[00:00:02.480 01/01/2011]',-21.000,-49.801,-49.401,12.600,4.600,0.500
'[00:00:02.481 01/01/2011]',-19.600,-50.601,-49.001,11.000,5.700,0.500
'[00:00:02.482 01/01/2011]',-17.300,-51.801,-47.701,9.900,6.500,0.500
'[00:00:02.483 01/01/2011]',-15.000,-52.601,-45.701,9.700,6.700,0.500
'[00:00:02.484 01/01/2011]',-14.000,-52.501,-43.701,10.700,6.500,0.500
'[00:00:02.485 01/01/2011]',-14.800,-51.601,-42.301,12.300,5.900,0.500
'[00:00:02.486 01/01/2011]',-16.800,-50.201,-41.901,13.400,5.000,0.500
'[00:00:02.487 01/01/2011]',-18.800,-49.001,-42.101,13.600,3.900,0.500
'[00:00:02.488 01/01/2011]',-19.600,-48.501,-42.501,12.500,3.000,0.500
'[00:00:02.489 01/01/2011]',-18.500,-48.901,-42.401,10.800,2.400,0.500
'[00:00:02.490 01/01/2011]',-16.100,-49.801,-41.701,9.100,2.300,0.500
'[00:00:02.491 01/01/2011]',-13.600,-50.501,-40.501,8.100,2.700,0.500
'[00:00:02.492 01/01/2011]',-12.300,-50.301,-39.101,7.800,3.400,0.500
'[00:00:02.493 01/01/2011]',-12.700,-48.901,-37.601,8.000,4.300,0.500
'[00:00:02.494 01/01/2011]',-14.300,-46.701,-36.201,8.100,5.000,0.500
'[00:00:02.495 01/01/2011]',-15.700,-44.401,-35.201,7.600,5.300,0.500
'[00:00:02.496 01/01/2011]',-15.900,-43.001,-34.701,6.600,5.200,0.500
'[00:00:02.497 01/01/2011]',-14.800,-42.901,-34.801,5.500,5.000,0.500
'[00:00:02.498 01/01/2011]',-13.100,-44.101,-35.201,4.900,4.900,0.500
'[00:00:02.499 01/01/2011]',-12.000,-45.701,-35.401,5.300,5.200,0.500
'[00:00:02.500 01/01/2011]',-11.700,-46.901,-34.901,6.700,6.000,0.500
'[00:00:02.501 01/01/2011]',-11.700,-46.801,-33.401,8.600,7.000,0.500
'[00:00:02.502 01/01/2011]',-10.900,-45.401,-31.100,10.300,7.700,0.500
'[00:00:02.503 01/01/2011]',-8.800,-43.501,-28.800,11.600,7.800,0.500
'[00:00:02.504 01/01/2011]',-6.200,-41.801,-27.500,12.300,7.300,0.500
'[00:00:02.505 01/01/2011]',-5.100,-40.901,-27.500,12.600,6.700,0.500
'[00:00:02.506 01/01/2011]',-6.800,-40.801,-28.500,12.900,6.200,0.500
'[00:00:02.507 01/01/2011]',-11.000,-40.901,-29.800,13.200,6.300,0.500
'[00:00:02.508 01/01/2011]',-15.700,-40.501,-30.600,13.200,6.800,0.500
'[00:00:02.509 01/01/2011]',-18.300,-39.301,-30.900,12.700,7.400,0.500
'[00:00:02.510 01/01/2011]',-17.400,-37.601,-30.800,11.500,7.700,0.500
'[00:00:02.511 01/01/2011]',-13.900,-36.001,-31.000,9.900,7.500,0.500
'[00:00:02.512 01/01/2011]',-10.500,-35.001,-31.400,8.300,6.900,0.500
'[00:00:02.513 01/01/2011]',-9.700,-34.901,-32.000,7.200,6.100,0.500
'[00:00:02.514 01/01/2011]',-12.500,-35.301,-32.200,6.800,5.500,0.500
'[00:00:02.515 01/01/2011]',-17.300,-35.801,-31.900,6.900,5.100,0.500
'[00:00:02.516 01/01/2011]',-21.000,-36.001,-30.900,7.500,4.900,0.500
'[00:00:02.517 01/01/2011]',-21.400,-35.701,-29.700,8.100,5.000,0.500
'[00:00:02.518 01/01/2011]',-18.500,-35.201,-28.700,8.700,5.200,0.500
'[00:00:02.519 01/01/2011]',-14.100,-34.701,-28.000,9.300,5.600,0.500
'[00:00:02.520 01/01/2011]',-10.800,-34.201,-27.600,9.900,6.200,0.500
'[00:00:02.521 01/01/2011]',-10.100,-33.801,-27.400,10.300,6.800,0.500
'[00:00:02.522 01/01/2011]',-11.800,-33.301,-27.400,10.500,7.300,0.500
'[00:00:02.523 01/01/2011]',-14.500,-32.801,-27.700,10.500,7.700,0.500
'[00:00:02.524 01/01/2011]',-16.500,-32.200,-28.400,10.500,7.900,0.500
'[00:00:02.525 01/01/2011]',-17.400,-31.800,-29.300,10.600,8.000,0.500
'[00:00:02.526 01/01/2011]',-17.200,-31.400,-29.900,10.800,8.000,0.500
'[00:00:02.527 01/01/2011]',-16.700,-31.200,-29.900,11.100,8.100,0.500
'[00:00:02.528 01/01/2011]',-16.300,-31.300,-29.300,11.100,8.100,0.500
'[00:00:02.529 01/01/2011]',-15.600,-31.800,-28.400,10.600,8.100,0.500
'[00:00:02.530 01/01/2011]',-14.200,-32.700,-27.500,9.700,7.700,0.500
'[00:00:02.531 01/01/2011]',-12.300,-33.901,-27.100,8.700,7.100,0.500
'[00:00:02.532 01/01/2011]',-10.300,-35.101,-27.400,8.100,6.400,0.500
'[00:00:02.533 01/01/2011]',-9.400,-36.001,-28.100,8.100,5.900,0.500
